YEAR,TEAM,CURRENT ROUND,SCORE,WIN,MATCHUP_ID
2009,North Carolina,64,101.0,1,905
2009,Radford,64,58.0,0,905
2009,LSU,64,75.0,1,906
2009,Butler,64,71.0,0,906
2009,Western Kentucky,64,76.0,1,907
2009,Illinois,64,72.0,0,907
2009,Gonzaga,64,77.0,1,908
2009,Akron,64,64.0,0,908
2009,Arizona St.,64,66.0,1,909
2009,Temple,64,57.0,0,909
2009,Syracuse,64,59.0,1,910
2009,Stephen F. Austin,64,44.0,0,910
2009,Michigan,64,62.0,1,911
2009,Clemson,64,59.0,0,911
2009,Oklahoma,64,82.0,1,912
2009,Morgan St.,64,54.0,0,912
2009,Louisville,32,79.0,1,913
2009,Siena,32,72.0,0,913
2009,Arizona,32,71.0,1,914
2009,Cleveland St.,32,57.0,0,914
2009,Kansas,32,60.0,1,915
2009,Dayton,32,43.0,0,915
2009,Michigan St.,32,74.0,1,916
2009,USC,32,69.0,0,916
2009,Connecticut,32,92.0,1,917
2009,Texas A&M,32,66.0,0,917
2009,Purdue,32,76.0,1,918
2009,Washington,32,74.0,0,918
2009,Missouri,32,83.0,1,919
2009,Marquette,32,79.0,0,919
2009,Memphis,32,89.0,1,920
2009,Maryland,32,70.0,0,920
2009,Pittsburgh,32,84.0,1,921
2009,Oklahoma St.,32,76.0,0,921
2009,Xavier,32,60.0,1,922
2009,Wisconsin,32,49.0,0,922
2009,Villanova,32,89.0,1,923
2009,UCLA,32,69.0,0,923
2009,Duke,32,74.0,1,924
2009,Texas,32,69.0,0,924
2009,North Carolina,32,84.0,1,925
2009,LSU,32,70.0,0,925
2009,Gonzaga,32,83.0,1,926
2009,Western Kentucky,32,81.0,0,926
2009,Syracuse,32,78.0,1,927
2009,Arizona St.,32,67.0,0,927
2009,Oklahoma,32,73.0,1,928
2009,Michigan,32,63.0,0,928
2009,Louisville,16,103.0,1,929
2009,Arizona,16,64.0,0,929
2009,Michigan St.,16,67.0,1,930
2009,Kansas,16,62.0,0,930
2009,Connecticut,16,72.0,1,931
2009,Purdue,16,60.0,0,931
2009,Missouri,16,102.0,1,932
2009,Memphis,16,91.0,0,932
2009,Pittsburgh,16,60.0,1,933
2009,Xavier,16,55.0,0,933
2009,Villanova,16,77.0,1,934
2009,Duke,16,54.0,0,934
2009,North Carolina,16,98.0,1,935
2009,Gonzaga,16,77.0,0,935
2009,Oklahoma,16,84.0,1,936
2009,Syracuse,16,71.0,0,936
2009,Michigan St.,8,64.0,1,937
2009,Louisville,8,52.0,0,937
2009,Connecticut,8,82.0,1,938
2009,Missouri,8,75.0,0,938
2009,Villanova,8,78.0,1,939
2009,Pittsburgh,8,76.0,0,939
2009,North Carolina,8,72.0,1,940
2009,Oklahoma,8,60.0,0,940
2009,Michigan St.,4,82.0,1,941
2009,Connecticut,4,73.0,0,941
2009,North Carolina,4,83.0,1,942
2009,Villanova,4,69.0,0,942
2009,North Carolina,2,89.0,1,943
2009,Michigan St.,2,72.0,0,943
2008,North Carolina,64,113.0,1,944
2008,Mount St. Mary's,64,74.0,0,944
2008,Arkansas,64,86.0,1,945
2008,Indiana,64,72.0,0,945
2008,Notre Dame,64,68.0,1,946
2008,George Mason,64,50.0,0,946
2008,Washington St.,64,71.0,1,947
2008,Winthrop,64,40.0,0,947
2008,Oklahoma,64,72.0,1,948
2008,Saint Joseph's,64,64.0,0,948
2008,Louisville,64,79.0,1,949
2008,Boise St.,64,61.0,0,949
2008,Butler,64,81.0,1,950
2008,South Alabama,64,61.0,0,950
2008,Tennessee,64,72.0,1,951
2008,American,64,57.0,0,951
2008,Kansas,64,85.0,1,952
2008,Portland St.,64,61.0,0,952
2008,UNLV,64,71.0,1,953
2008,Kent St.,64,58.0,0,953
2008,Villanova,64,75.0,1,954
2008,Clemson,64,69.0,0,954
2008,Siena,64,83.0,1,955
2008,Vanderbilt,64,62.0,0,955
2008,Kansas St.,64,80.0,1,956
2008,USC,64,67.0,0,956
2008,Wisconsin,64,71.0,1,957
2008,Cal St. Fullerton,64,56.0,0,957
2008,Davidson,64,82.0,1,958
2008,Gonzaga,64,76.0,0,958
2008,Georgetown,64,66.0,1,959
2008,UMBC,64,47.0,0,959
2008,Memphis,64,87.0,1,960
2008,UT Arlington,64,63.0,0,960
2008,Mississippi St.,64,76.0,1,961
2008,Oregon,64,69.0,0,961
2008,Michigan St.,64,72.0,1,962
2008,Temple,64,61.0,0,962
2008,Pittsburgh,64,82.0,1,963
2008,Oral Roberts,64,63.0,0,963
2008,Marquette,64,74.0,1,964
2008,Kentucky,64,66.0,0,964
2008,Stanford,64,77.0,1,965
2008,Cornell,64,53.0,0,965
2008,Miami FL,64,78.0,1,966
2008,Saint Mary's,64,64.0,0,966
2008,Texas,64,74.0,1,967
2008,Austin Peay,64,54.0,0,967
2008,UCLA,64,70.0,1,968
2008,Mississippi Valley St.,64,29.0,0,968
2008,Texas A&M,64,67.0,1,969
2008,BYU,64,62.0,0,969
2008,Western Kentucky,64,101.0,1,970
2008,Drake,64,99.0,0,970
2008,San Diego,64,70.0,1,971
2008,Connecticut,64,69.0,0,971
2008,Purdue,64,90.0,1,972
2008,Baylor,64,79.0,0,972
2008,Xavier,64,73.0,1,973
2008,Georgia,64,61.0,0,973
2008,West Virginia,64,75.0,1,974
2008,Arizona,64,65.0,0,974
2008,Duke,64,71.0,1,975
2008,Belmont,64,70.0,0,975
2008,North Carolina,32,108.0,1,976
2008,Arkansas,32,77.0,0,976
2008,Washington St.,32,61.0,1,977
2008,Notre Dame,32,41.0,0,977
2008,Louisville,32,78.0,1,978
2008,Oklahoma,32,48.0,0,978
2008,Tennessee,32,76.0,1,979
2008,Butler,32,71.0,0,979
2008,Kansas,32,75.0,1,980
2008,UNLV,32,56.0,0,980
2008,Villanova,32,84.0,1,981
2008,Siena,32,72.0,0,981
2008,Wisconsin,32,72.0,1,982
2008,Kansas St.,32,55.0,0,982
2008,Davidson,32,74.0,1,983
2008,Georgetown,32,70.0,0,983
2008,Memphis,32,77.0,1,984
2008,Mississippi St.,32,74.0,0,984
2008,Michigan St.,32,65.0,1,985
2008,Pittsburgh,32,54.0,0,985
2008,Stanford,32,82.0,1,986
2008,Marquette,32,81.0,0,986
2008,Texas,32,75.0,1,987
2008,Miami FL,32,72.0,0,987
2008,UCLA,32,51.0,1,988
2008,Texas A&M,32,49.0,0,988
2008,Western Kentucky,32,72.0,1,989
2008,San Diego,32,63.0,0,989
2008,Xavier,32,85.0,1,990
2008,Purdue,32,78.0,0,990
2008,West Virginia,32,73.0,1,991
2008,Duke,32,67.0,0,991
2008,North Carolina,16,68.0,1,992
2008,Washington St.,16,47.0,0,992
2008,Louisville,16,79.0,1,993
2008,Tennessee,16,60.0,0,993
2008,Kansas,16,72.0,1,994
2008,Villanova,16,57.0,0,994
2008,Davidson,16,73.0,1,995
2008,Wisconsin,16,56.0,0,995
2008,Memphis,16,92.0,1,996
2008,Michigan St.,16,74.0,0,996
2008,Texas,16,82.0,1,997
2008,Stanford,16,62.0,0,997
2008,UCLA,16,88.0,1,998
2008,Western Kentucky,16,78.0,0,998
2008,Xavier,16,79.0,1,999
2008,West Virginia,16,75.0,0,999
2008,North Carolina,8,83.0,1,1000
2008,Louisville,8,73.0,0,1000
2008,Kansas,8,59.0,1,1001
2008,Davidson,8,57.0,0,1001
2008,Memphis,8,85.0,1,1002
2008,Texas,8,67.0,0,1002
2008,UCLA,8,76.0,1,1003
2008,Xavier,8,57.0,0,1003
2008,Kansas,4,84.0,1,1004
2008,North Carolina,4,66.0,0,1004
2008,Memphis,4,78.0,1,1005
2008,UCLA,4,63.0,0,1005
2008,Kansas,2,75.0,1,1006
2008,Memphis,2,68.0,0,1006
